Timestamp,Config_ID,Episode,Avg_Reward,Loss,Epsilon
2026-04-14 22:04:49,v4.0_default,299,-6.2107,110.6239,0.0906
2026-04-14 22:05:24,v4.0_default,300,-7.0473,96.5391,0.0898
2026-04-14 22:05:58,v4.0_default,301,-7.0940,120.8362,0.0891
2026-04-14 22:06:32,v4.0_default,302,-6.7885,113.2936,0.0884
2026-04-14 22:07:06,v4.0_default,303,-7.0783,117.7635,0.0877
2026-04-14 22:07:40,v4.0_default,304,-7.2242,122.3902,0.0870
2026-04-14 22:08:10,v4.0_default,305,-7.4043,120.7297,0.0863
2026-04-14 22:08:26,v4.0_default,306,-6.7327,118.3474,0.0856
2026-04-14 22:08:44,v4.0_default,307,-6.8701,106.2176,0.0849
2026-04-14 22:08:54,v4.0_default,1,-3.3789,0.0000,0.9920
2026-04-14 22:09:06,v4.0_default,308,-7.1343,110.0406,0.0843
2026-04-14 22:09:13,v4.0_default,2,-3.0775,0.0000,0.9841
2026-04-14 22:10:21,v4.0_default,1,-4.5832,0.0000,0.9920
2026-04-14 22:10:49,v4.0_default,2,-7.0228,0.0000,0.9841
2026-04-14 22:11:16,v4.0_default,3,-4.7741,0.0000,0.9762
2026-04-14 22:11:43,v4.0_default,4,-6.0535,0.0000,0.9684
2026-04-14 22:12:11,v4.0_default,5,-6.5054,0.0000,0.9606
2026-04-14 22:12:37,v4.0_default,6,-7.0266,0.0000,0.9529
2026-04-14 22:13:05,v4.0_default,7,-2.0697,0.0000,0.9453
2026-04-14 22:13:33,v4.0_default,8,-5.4110,0.0000,0.9378
2026-04-14 22:14:00,v4.0_default,9,-6.9296,0.0000,0.9303
2026-04-14 22:14:27,v4.0_default,10,-5.8514,0.0000,0.9228
2026-04-14 22:14:55,v4.0_default,11,-5.7114,0.0000,0.9154
2026-04-14 22:15:22,v4.0_default,12,-5.4360,0.0000,0.9081
2026-04-14 22:15:50,v4.0_default,13,-4.6231,0.0000,0.9008
2026-04-14 22:16:18,v4.0_default,14,-6.3891,0.0000,0.8936
2026-04-14 22:16:45,v4.0_default,15,-5.7654,0.0000,0.8865
2026-04-14 22:17:11,v4.0_default,16,-5.2822,0.0000,0.8794
2026-04-14 22:17:39,v4.0_default,17,-6.2069,0.0000,0.8724
2026-04-14 22:18:06,v4.0_default,18,-6.7219,0.0000,0.8654
2026-04-14 22:18:33,v4.0_default,19,-3.8719,0.0000,0.8585
2026-04-14 22:19:00,v4.0_default,20,-7.2091,0.0000,0.8516
2026-04-14 22:19:28,v4.0_default,21,-6.4515,0.0000,0.8448
2026-04-14 22:19:55,v4.0_default,22,-4.0814,0.0000,0.8380
2026-04-14 22:20:23,v4.0_default,23,-5.0222,0.0000,0.8313
2026-04-14 22:20:51,v4.0_default,24,-4.8992,0.0000,0.8247
2026-04-14 22:21:19,v4.0_default,25,-5.0253,0.0000,0.8181
2026-04-14 22:21:48,v4.0_default,26,-5.3890,0.0000,0.8115
2026-04-14 22:22:16,v4.0_default,27,-6.5078,0.0000,0.8050
2026-04-14 22:22:43,v4.0_default,28,-6.1671,0.0000,0.7986
2026-04-14 22:23:11,v4.0_default,29,-5.2252,0.0000,0.7922
2026-04-14 22:23:38,v4.0_default,30,-6.6732,0.0000,0.7859
2026-04-14 22:24:06,v4.0_default,31,-3.4965,0.0000,0.7796
2026-04-14 22:24:41,v4.0_default,32,-6.4751,16413.2335,0.7733
2026-04-14 22:25:17,v4.0_default,33,-3.3394,1177.8675,0.7672
2026-04-14 22:25:52,v4.0_default,34,-1.7507,817.1791,0.7610
2026-04-14 22:26:28,v4.0_default,35,-1.5628,1057.0573,0.7549
2026-04-14 22:27:04,v4.0_default,36,-6.1045,651.3931,0.7489
2026-04-14 22:27:41,v4.0_default,37,-5.5119,756.6802,0.7429
2026-04-14 22:28:17,v4.0_default,38,-6.5303,573.1826,0.7370
2026-04-14 22:28:54,v4.0_default,39,-4.8491,629.8005,0.7311
2026-04-14 22:29:29,v4.0_default,40,-7.4233,656.4022,0.7252
2026-04-14 22:30:03,v4.0_default,41,-5.7440,506.8746,0.7194
2026-04-14 22:30:37,v4.0_default,42,-5.2960,549.0884,0.7137
2026-04-14 22:31:11,v4.0_default,43,-5.4933,562.7475,0.7079
2026-04-14 22:31:44,v4.0_default,44,-6.0777,522.2820,0.7023
2026-04-14 22:31:58,v4.0_default,45,-6.6325,542.0356,0.6967
2026-04-14 22:32:14,v4.0_default,46,-4.6203,528.9894,0.6911
2026-04-14 22:32:28,v4.0_default,47,-3.1560,1139.2800,0.6856
